animal,hour,date
DELFÍN,12:00,2020-09-16
ELEFANTE,01:00,2020-09-16
PESCADO,09:00,2023-04-28
CABALLO,10:00,2023-04-28
MONO,11:00,2023-04-28
TORO,12:00,2023-04-28
ALACRÁN,01:00,2023-04-28
DELFÍN,02:00,2023-04-28
GALLO,03:00,2023-04-28
GALLINA,04:00,2023-04-28
ZORRO,05:00,2023-04-28
CERDO,06:00,2023-04-28
JIRAFA,07:00,2023-04-28
PAVO,09:00,2021-03-18
CHIVO,10:00,2021-03-18
CAIMÁN,11:00,2021-03-18
VACA,12:00,2021-03-18
ZORRO,01:00,2021-03-18
TIGRE,03:00,2021-03-18
RATÓN,04:00,2021-03-18
PALOMA,05:00,2021-03-18
OSO,06:00,2021-03-18
VENADO,07:00,2021-03-18
TIGRE,09:00,2020-03-11
LAPA,10:00,2020-03-11
PERICO,11:00,2020-03-11
ZAMURO,12:00,2020-03-11
BURRO,01:00,2020-03-11
GALLO,03:00,2020-03-11
GALLO,04:00,2020-03-11
CULEBRA,05:00,2020-03-11
CAIMÁN,06:00,2020-03-11
BALLENA,07:00,2020-03-11
PESCADO,09:00,2022-08-30
LEÓN,10:00,2022-08-30
PERRO,11:00,2022-08-30
ALACRÁN,12:00,2022-08-30
VACA,01:00,2022-08-30
LAPA,02:00,2022-08-30
CARNERO,03:00,2022-08-30
CEBRA,04:00,2022-08-30
VACA,05:00,2022-08-30
ELEFANTE,06:00,2022-08-30
BURRO,07:00,2022-08-30
PERICO,09:00,2022-11-06
ELEFANTE,10:00,2022-11-06
CEBRA,11:00,2022-11-06
GALLO,12:00,2022-11-06
TORO,01:00,2022-11-06
VENADO,02:00,2022-11-06
ZAMURO,03:00,2022-11-06
OSO,04:00,2022-11-06
ARDILLA,05:00,2022-11-06
TORO,06:00,2022-11-06
LAPA,07:00,2022-11-06
PERICO,09:00,2023-12-05
ÁGUILA,10:00,2023-12-05
CABALLO,11:00,2023-12-05
PAVO,12:00,2023-12-05
VACA,01:00,2023-12-05
GATO,02:00,2023-12-05
LAPA,03:00,2023-12-05
CAIMÁN,04:00,2023-12-05
DELFÍN,05:00,2023-12-05
JIRAFA,06:00,2023-12-05
MONO,07:00,2023-12-05
PESCADO,09:00,2021-06-04
PAVO,10:00,2021-06-04
ELEFANTE,11:00,2021-06-04
BALLENA,12:00,2021-06-04
BURRO,01:00,2021-06-04
CIEMPIÉS,03:00,2021-06-04
VENADO,04:00,2021-06-04
ZORRO,05:00,2021-06-04
ZORRO,06:00,2021-06-04
CARNERO,07:00,2021-06-04
PESCADO,09:00,2021-08-20
ÁGUILA,10:00,2021-08-20
CIEMPIÉS,11:00,2021-08-20
DELFÍN,12:00,2021-08-20
PALOMA,01:00,2021-08-20
DELFÍN,03:00,2021-08-20
ARDILLA,04:00,2021-08-20
GALLINA,05:00,2021-08-20
GALLO,06:00,2021-08-20
ALACRÁN,07:00,2021-08-20
CAIMÁN,09:00,2022-07-14
OSO,10:00,2022-07-14
PESCADO,11:00,2022-07-14
BURRO,12:00,2022-07-14
PERRO,01:00,2022-07-14
PERICO,02:00,2022-07-14
JIRAFA,03:00,2022-07-14
TORO,04:00,2022-07-14
ARDILLA,05:00,2022-07-14
CHIVO,06:00,2022-07-14
CEBRA,07:00,2022-07-14
JIRAFA,09:00,2020-12-20
PESCADO,10:00,2020-12-20
TORO,11:00,2020-12-20
RANA,12:00,2020-12-20
PALOMA,01:00,2020-12-20
ALACRÁN,03:00,2020-12-20
RATÓN,04:00,2020-12-20
ZAMURO,05:00,2020-12-20
CIEMPIÉS,06:00,2020-12-20
BALLENA,07:00,2020-12-20
GALLO,09:00,2023-08-01
GALLINA,10:00,2023-08-01
PERICO,11:00,2023-08-01
LAPA,12:00,2023-08-01
ÁGUILA,01:00,2023-08-01
JIRAFA,02:00,2023-08-01
VENADO,03:00,2023-08-01
ELEFANTE,04:00,2023-08-01
ÁGUILA,05:00,2023-08-01
CHIVO,06:00,2023-08-01
CERDO,07:00,2023-08-01
CIEMPIÉS,09:00,2022-01-03
PESCADO,10:00,2022-01-03
LEÓN,11:00,2022-01-03
TIGRE,12:00,2022-01-03
ALACRÁN,01:00,2022-01-03
MONO,02:00,2022-01-03
PESCADO,03:00,2022-01-03
GALLINA,04:00,2022-01-03
PAVO,05:00,2022-01-03
BALLENA,06:00,2022-01-03
ZAMURO,07:00,2022-01-03
DELFÍN,09:00,2023-07-14
VACA,10:00,2023-07-14
JIRAFA,11:00,2023-07-14
CAMELLO,12:00,2023-07-14
ELEFANTE,01:00,2023-07-14
PESCADO,02:00,2023-07-14
CABALLO,03:00,2023-07-14
RANA,04:00,2023-07-14
LAPA,05:00,2023-07-14
IGUANA,06:00,2023-07-14
CIEMPIÉS,07:00,2023-07-14
PERICO,09:00,2021-12-27
ZAMURO,10:00,2021-12-27
BURRO,11:00,2021-12-27
PERRO,12:00,2021-12-27
PAVO,01:00,2021-12-27
ARDILLA,02:00,2021-12-27
CIEMPIÉS,03:00,2021-12-27
PERICO,04:00,2021-12-27
CARNERO,05:00,2021-12-27
RANA,06:00,2021-12-27
OSO,07:00,2021-12-27
PALOMA,09:00,2023-06-07
CAMELLO,10:00,2023-06-07
PESCADO,11:00,2023-06-07
OSO,12:00,2023-06-07
CEBRA,01:00,2023-06-07
VENADO,02:00,2023-06-07
CHIVO,03:00,2023-06-07
BALLENA,04:00,2023-06-07
RANA,05:00,2023-06-07
CERDO,06:00,2023-06-07
ZORRO,07:00,2023-06-07
BURRO,09:00,2020-09-20
RATÓN,10:00,2020-09-20
ARDILLA,11:00,2020-09-20
PALOMA,12:00,2020-09-20
GATO,01:00,2020-09-20
VACA,09:00,2021-07-05
LEÓN,10:00,2021-07-05
CARNERO,11:00,2021-07-05
ZAMURO,12:00,2021-07-05
CEBRA,01:00,2021-07-05
JIRAFA,03:00,2021-07-05
GATO,04:00,2021-07-05
JIRAFA,05:00,2021-07-05
PERICO,06:00,2021-07-05
ARDILLA,07:00,2021-07-05
BURRO,09:00,2023-12-08
GALLO,10:00,2023-12-08
PERICO,11:00,2023-12-08
ARDILLA,12:00,2023-12-08
OSO,01:00,2023-12-08
CHIVO,02:00,2023-12-08
LEÓN,03:00,2023-12-08
VACA,04:00,2023-12-08
CAMELLO,05:00,2023-12-08
DELFÍN,06:00,2023-12-08
ÁGUILA,07:00,2023-12-08
RATÓN,09:00,2024-03-21
GATO,10:00,2024-03-21
MONO,11:00,2024-03-21
CAMELLO,12:00,2024-03-21
ÁGUILA,01:00,2024-03-21
JIRAFA,02:00,2024-03-21
CHIVO,03:00,2024-03-21
BALLENA,04:00,2024-03-21
PAVO,05:00,2024-03-21
TIGRE,06:00,2024-03-21
CAMELLO,07:00,2024-03-21
DELFÍN,09:00,2020-11-08
PESCADO,10:00,2020-11-08
IGUANA,11:00,2020-11-08
BALLENA,12:00,2020-11-08
LAPA,01:00,2020-11-08
CHIVO,03:00,2020-11-08
ELEFANTE,04:00,2020-11-08
BALLENA,05:00,2020-11-08
GATO,06:00,2020-11-08
ZORRO,07:00,2020-11-08
PALOMA,09:00,2021-03-26
BALLENA,10:00,2021-03-26
GALLO,11:00,2021-03-26
MONO,12:00,2021-03-26
BALLENA,01:00,2021-03-26
ALACRÁN,03:00,2021-03-26
ZAMURO,04:00,2021-03-26
RANA,05:00,2021-03-26
CAMELLO,06:00,2021-03-26
PESCADO,07:00,2021-03-26
OSO,09:00,2021-04-06
ALACRÁN,10:00,2021-04-06
VACA,11:00,2021-04-06
CEBRA,12:00,2021-04-06
LAPA,01:00,2021-04-06
ÁGUILA,03:00,2021-04-06
ALACRÁN,04:00,2021-04-06
DELFÍN,05:00,2021-04-06
ZAMURO,06:00,2021-04-06
GALLO,07:00,2021-04-06
PESCADO,09:00,2021-02-16
CIEMPIÉS,10:00,2021-02-16
BURRO,11:00,2021-02-16
OSO,12:00,2021-02-16
VENADO,01:00,2021-02-16
PERRO,03:00,2021-02-16
ARDILLA,04:00,2021-02-16
DELFÍN,05:00,2021-02-16
PERICO,06:00,2021-02-16
ARDILLA,07:00,2021-02-16
VENADO,09:00,2021-04-04
BALLENA,10:00,2021-04-04
GALLINA,11:00,2021-04-04
RANA,12:00,2021-04-04
JIRAFA,01:00,2021-04-04
ELEFANTE,03:00,2021-04-04
CULEBRA,04:00,2021-04-04
CERDO,05:00,2021-04-04
MONO,06:00,2021-04-04
CAMELLO,07:00,2021-04-04
RATÓN,09:00,2020-09-17
CULEBRA,10:00,2020-09-17
LEÓN,11:00,2020-09-17
ARDILLA,12:00,2020-09-17
PALOMA,01:00,2020-09-17
CABALLO,09:00,2020-12-14
GALLINA,10:00,2020-12-14
CIEMPIÉS,11:00,2020-12-14
LAPA,12:00,2020-12-14
CABALLO,01:00,2020-12-14
PALOMA,03:00,2020-12-14
GATO,04:00,2020-12-14
TIGRE,05:00,2020-12-14
ÁGUILA,06:00,2020-12-14
CARNERO,07:00,2020-12-14
ZAMURO,09:00,2022-09-06
CEBRA,10:00,2022-09-06
RANA,11:00,2022-09-06
GATO,12:00,2022-09-06
CEBRA,01:00,2022-09-06
TIGRE,02:00,2022-09-06
CIEMPIÉS,03:00,2022-09-06
ELEFANTE,04:00,2022-09-06
VENADO,05:00,2022-09-06
GALLO,06:00,2022-09-06
VACA,07:00,2022-09-06
RATÓN,09:00,2022-03-27
PESCADO,10:00,2022-03-27
CABALLO,11:00,2022-03-27
CAMELLO,12:00,2022-03-27
VENADO,01:00,2022-03-27
ALACRÁN,02:00,2022-03-27
CARNERO,03:00,2022-03-27
IGUANA,04:00,2022-03-27
OSO,05:00,2022-03-27
BURRO,06:00,2022-03-27
GATO,07:00,2022-03-27
PAVO,09:00,2021-06-11
ZAMURO,10:00,2021-06-11
TIGRE,11:00,2021-06-11
RANA,12:00,2021-06-11
LEÓN,01:00,2021-06-11
GALLO,03:00,2021-06-11
OSO,04:00,2021-06-11
ÁGUILA,05:00,2021-06-11
VENADO,06:00,2021-06-11
VENADO,07:00,2021-06-11
CERDO,09:00,2020-09-22
TIGRE,10:00,2020-09-22
ZORRO,11:00,2020-09-22
VENADO,12:00,2020-09-22
ALACRÁN,01:00,2020-09-22
RATÓN,09:00,2022-11-20
CAMELLO,10:00,2022-11-20
CARNERO,11:00,2022-11-20
VACA,12:00,2022-11-20
PESCADO,01:00,2022-11-20
ALACRÁN,02:00,2022-11-20
ZAMURO,03:00,2022-11-20
LEÓN,04:00,2022-11-20
ÁGUILA,05:00,2022-11-20
RATÓN,06:00,2022-11-20
PESCADO,07:00,2022-11-20
IGUANA,09:00,2021-07-20
LAPA,10:00,2021-07-20
RATÓN,11:00,2021-07-20
CULEBRA,12:00,2021-07-20
TORO,01:00,2021-07-20
CULEBRA,03:00,2021-07-20
TIGRE,04:00,2021-07-20
CABALLO,05:00,2021-07-20
VENADO,06:00,2021-07-20
ZORRO,07:00,2021-07-20
ZAMURO,09:00,2021-01-12
CAIMÁN,10:00,2021-01-12
LAPA,11:00,2021-01-12
GALLINA,12:00,2021-01-12
CABALLO,01:00,2021-01-12
BURRO,03:00,2021-01-12
IGUANA,04:00,2021-01-12
TIGRE,05:00,2021-01-12
BALLENA,06:00,2021-01-12
BALLENA,07:00,2021-01-12
IGUANA,09:00,2022-01-26
CABALLO,10:00,2022-01-26
ZORRO,11:00,2022-01-26
GALLINA,12:00,2022-01-26
OSO,01:00,2022-01-26
CABALLO,02:00,2022-01-26
DELFÍN,03:00,2022-01-26
CAMELLO,04:00,2022-01-26
DELFÍN,05:00,2022-01-26
ARDILLA,06:00,2022-01-26
ELEFANTE,07:00,2022-01-26
CHIVO,09:00,2020-11-21
ÁGUILA,10:00,2020-11-21
CEBRA,11:00,2020-11-21
VENADO,12:00,2020-11-21
RANA,01:00,2020-11-21
CAIMÁN,03:00,2020-11-21
LAPA,04:00,2020-11-21
CERDO,05:00,2020-11-21
VACA,06:00,2020-11-21
VENADO,07:00,2020-11-21
ZAMURO,09:00,2022-05-08
JIRAFA,10:00,2022-05-08
OSO,11:00,2022-05-08
CAIMÁN,12:00,2022-05-08
MONO,01:00,2022-05-08
CULEBRA,02:00,2022-05-08
BURRO,03:00,2022-05-08
DELFÍN,04:00,2022-05-08
CEBRA,05:00,2022-05-08
ZORRO,06:00,2022-05-08
VENADO,07:00,2022-05-08
CAIMÁN,09:00,2020-11-13
RATÓN,10:00,2020-11-13
PERRO,11:00,2020-11-13
PERICO,12:00,2020-11-13
PAVO,01:00,2020-11-13
MONO,03:00,2020-11-13
ZAMURO,04:00,2020-11-13
ÁGUILA,05:00,2020-11-13
CIEMPIÉS,06:00,2020-11-13
CERDO,07:00,2020-11-13
RATÓN,09:00,2023-03-01
CARNERO,10:00,2023-03-01
RATÓN,11:00,2023-03-01
ÁGUILA,12:00,2023-03-01
VENADO,01:00,2023-03-01
PERICO,02:00,2023-03-01
LEÓN,03:00,2023-03-01
PERRO,04:00,2023-03-01
CIEMPIÉS,05:00,2023-03-01
CEBRA,06:00,2023-03-01
VACA,07:00,2023-03-01
PERRO,09:00,2023-10-26
PESCADO,10:00,2023-10-26
PERRO,11:00,2023-10-26
BURRO,12:00,2023-10-26
CIEMPIÉS,01:00,2023-10-26
CERDO,02:00,2023-10-26
DELFÍN,03:00,2023-10-26
VENADO,04:00,2023-10-26
RATÓN,05:00,2023-10-26
CAMELLO,06:00,2023-10-26
CARNERO,07:00,2023-10-26
VENADO,09:00,2022-03-25
LAPA,10:00,2022-03-25
GALLO,11:00,2022-03-25
BURRO,12:00,2022-03-25
ÁGUILA,01:00,2022-03-25
DELFÍN,02:00,2022-03-25
CHIVO,03:00,2022-03-25
CEBRA,04:00,2022-03-25
PERICO,05:00,2022-03-25
CABALLO,06:00,2022-03-25
CARNERO,07:00,2022-03-25
PALOMA,09:00,2022-07-27
ÁGUILA,10:00,2022-07-27
RANA,11:00,2022-07-27
CAMELLO,12:00,2022-07-27
VACA,01:00,2022-07-27
PERICO,02:00,2022-07-27
TORO,03:00,2022-07-27
CARNERO,04:00,2022-07-27
ZORRO,05:00,2022-07-27
CHIVO,06:00,2022-07-27
ZORRO,07:00,2022-07-27
BURRO,09:00,2021-09-18
PESCADO,10:00,2021-09-18
PALOMA,11:00,2021-09-18
GALLINA,12:00,2021-09-18
TIGRE,01:00,2021-09-18
ELEFANTE,03:00,2021-09-18
DELFÍN,04:00,2021-09-18
MONO,05:00,2021-09-18
BALLENA,06:00,2021-09-18
TIGRE,07:00,2021-09-18
PALOMA,09:00,2023-06-14
PERRO,10:00,2023-06-14
MONO,11:00,2023-06-14
TIGRE,12:00,2023-06-14
LEÓN,01:00,2023-06-14
DELFÍN,02:00,2023-06-14
CABALLO,03:00,2023-06-14
PAVO,04:00,2023-06-14
CARNERO,05:00,2023-06-14
ZAMURO,06:00,2023-06-14
PERRO,07:00,2023-06-14
TIGRE,09:00,2023-06-17
ARDILLA,10:00,2023-06-17
BURRO,11:00,2023-06-17
CULEBRA,12:00,2023-06-17
PAVO,01:00,2023-06-17
JIRAFA,02:00,2023-06-17
CABALLO,03:00,2023-06-17
VACA,04:00,2023-06-17
MONO,05:00,2023-06-17
ALACRÁN,06:00,2023-06-17
RATÓN,07:00,2023-06-17
TORO,09:00,2021-09-15
ALACRÁN,10:00,2021-09-15
ZORRO,11:00,2021-09-15
LAPA,12:00,2021-09-15
TORO,01:00,2021-09-15
CARNERO,03:00,2021-09-15
CULEBRA,04:00,2021-09-15
CAMELLO,05:00,2021-09-15
CERDO,06:00,2021-09-15
GALLINA,07:00,2021-09-15
BALLENA,09:00,2023-01-08
PERICO,10:00,2023-01-08
ELEFANTE,11:00,2023-01-08
RANA,12:00,2023-01-08
MONO,01:00,2023-01-08
GALLINA,02:00,2023-01-08
CERDO,03:00,2023-01-08
ARDILLA,04:00,2023-01-08
ÁGUILA,05:00,2023-01-08
CULEBRA,06:00,2023-01-08
OSO,07:00,2023-01-08
CEBRA,09:00,2023-11-09
ÁGUILA,10:00,2023-11-09
BALLENA,11:00,2023-11-09
PALOMA,12:00,2023-11-09
ARDILLA,01:00,2023-11-09
CIEMPIÉS,02:00,2023-11-09
ZORRO,03:00,2023-11-09
MONO,04:00,2023-11-09
PAVO,05:00,2023-11-09
ARDILLA,06:00,2023-11-09
VENADO,07:00,2023-11-09
RANA,09:00,2022-02-28
LAPA,10:00,2022-02-28
CEBRA,11:00,2022-02-28
OSO,12:00,2022-02-28
PAVO,01:00,2022-02-28
TIGRE,02:00,2022-02-28
VENADO,03:00,2022-02-28
PALOMA,04:00,2022-02-28
RATÓN,05:00,2022-02-28
BURRO,06:00,2022-02-28
PERRO,07:00,2022-02-28
GATO,09:00,2023-12-01
ARDILLA,10:00,2023-12-01
ELEFANTE,11:00,2023-12-01
ZORRO,12:00,2023-12-01
BURRO,01:00,2023-12-01
VENADO,02:00,2023-12-01
RANA,03:00,2023-12-01
JIRAFA,04:00,2023-12-01
CIEMPIÉS,05:00,2023-12-01
JIRAFA,06:00,2023-12-01
ALACRÁN,07:00,2023-12-01
CERDO,09:00,2021-12-06
RANA,10:00,2021-12-06
ZAMURO,11:00,2021-12-06
OSO,12:00,2021-12-06
IGUANA,01:00,2021-12-06
ZORRO,02:00,2021-12-06
CAMELLO,03:00,2021-12-06
GALLINA,04:00,2021-12-06
TORO,05:00,2021-12-06
JIRAFA,06:00,2021-12-06
VENADO,07:00,2021-12-06
PAVO,09:00,2022-10-29
JIRAFA,10:00,2022-10-29
CERDO,11:00,2022-10-29
VENADO,12:00,2022-10-29
LAPA,01:00,2022-10-29
CEBRA,02:00,2022-10-29
GALLINA,03:00,2022-10-29
DELFÍN,04:00,2022-10-29
RANA,05:00,2022-10-29
PERRO,06:00,2022-10-29
IGUANA,07:00,2022-10-29
VENADO,09:00,2021-01-21
JIRAFA,10:00,2021-01-21
CABALLO,11:00,2021-01-21
GALLO,12:00,2021-01-21
PAVO,01:00,2021-01-21
CABALLO,03:00,2021-01-21
PALOMA,04:00,2021-01-21
MONO,05:00,2021-01-21
ZORRO,06:00,2021-01-21
CEBRA,07:00,2021-01-21
DELFÍN,09:00,2021-10-16
ZORRO,10:00,2021-10-16
JIRAFA,11:00,2021-10-16
ARDILLA,12:00,2021-10-16
TIGRE,01:00,2021-10-16
CAMELLO,02:00,2021-10-16
BALLENA,03:00,2021-10-16
ZAMURO,04:00,2021-10-16
PERICO,05:00,2021-10-16
RANA,06:00,2021-10-16
LEÓN,07:00,2021-10-16
GATO,09:00,2021-06-24
TIGRE,10:00,2021-06-24
CERDO,11:00,2021-06-24
MONO,12:00,2021-06-24
LEÓN,01:00,2021-06-24
GALLO,03:00,2021-06-24
OSO,04:00,2021-06-24
JIRAFA,05:00,2021-06-24
GALLINA,06:00,2021-06-24
OSO,07:00,2021-06-24
OSO,09:00,2022-03-06
ÁGUILA,10:00,2022-03-06
JIRAFA,11:00,2022-03-06
CAIMÁN,12:00,2022-03-06
ARDILLA,01:00,2022-03-06
ZAMURO,02:00,2022-03-06
DELFÍN,03:00,2022-03-06
GALLINA,04:00,2022-03-06
VACA,05:00,2022-03-06
CEBRA,06:00,2022-03-06
PERRO,07:00,2022-03-06
JIRAFA,09:00,2020-02-20
CERDO,10:00,2020-02-20
ZORRO,11:00,2020-02-20
CAIMÁN,12:00,2020-02-20
PESCADO,01:00,2020-02-20
VENADO,03:00,2020-02-20
CEBRA,04:00,2020-02-20
ÁGUILA,05:00,2020-02-20
LAPA,06:00,2020-02-20
PAVO,07:00,2020-02-20
RATÓN,09:00,2024-03-05
VACA,10:00,2024-03-05
BALLENA,11:00,2024-03-05
ZAMURO,12:00,2024-03-05
MONO,01:00,2024-03-05
GALLINA,02:00,2024-03-05
ÁGUILA,03:00,2024-03-05
CARNERO,04:00,2024-03-05
IGUANA,05:00,2024-03-05
CABALLO,06:00,2024-03-05
CHIVO,07:00,2024-03-05
RATÓN,09:00,2020-02-06
BALLENA,10:00,2020-02-06
CARNERO,11:00,2020-02-06
CIEMPIÉS,12:00,2020-02-06
CAMELLO,01:00,2020-02-06
VACA,03:00,2020-02-06
ZORRO,04:00,2020-02-06
GATO,05:00,2020-02-06
IGUANA,06:00,2020-02-06
ALACRÁN,07:00,2020-02-06
CAMELLO,09:00,2021-02-01
PESCADO,10:00,2021-02-01
CAIMÁN,11:00,2021-02-01
PALOMA,12:00,2021-02-01
RATÓN,01:00,2021-02-01
RATÓN,03:00,2021-02-01
ARDILLA,04:00,2021-02-01
CULEBRA,05:00,2021-02-01
ÁGUILA,06:00,2021-02-01
VENADO,07:00,2021-02-01
ARDILLA,09:00,2024-01-16
OSO,10:00,2024-01-16
ZAMURO,11:00,2024-01-16
MONO,12:00,2024-01-16
CULEBRA,01:00,2024-01-16
PAVO,02:00,2024-01-16
CAIMÁN,03:00,2024-01-16
CAMELLO,04:00,2024-01-16
CAMELLO,05:00,2024-01-16
ÁGUILA,06:00,2024-01-16
CERDO,07:00,2024-01-16
GALLINA,09:00,2022-08-04
PALOMA,10:00,2022-08-04
ÁGUILA,11:00,2022-08-04
CABALLO,12:00,2022-08-04
ÁGUILA,01:00,2022-08-04
MONO,02:00,2022-08-04
TORO,03:00,2022-08-04
LEÓN,04:00,2022-08-04
GALLO,05:00,2022-08-04
BALLENA,06:00,2022-08-04
CULEBRA,07:00,2022-08-04
GALLO,09:00,2022-09-16
GALLO,10:00,2022-09-16
MONO,11:00,2022-09-16
CERDO,12:00,2022-09-16
VENADO,01:00,2022-09-16
RANA,02:00,2022-09-16
GALLINA,03:00,2022-09-16
CARNERO,04:00,2022-09-16
CAIMÁN,05:00,2022-09-16
TIGRE,06:00,2022-09-16
ÁGUILA,07:00,2022-09-16
DELFÍN,09:00,2021-10-31
LAPA,10:00,2021-10-31
DELFÍN,11:00,2021-10-31
VENADO,12:00,2021-10-31
PERRO,01:00,2021-10-31
CEBRA,02:00,2021-10-31
CERDO,03:00,2021-10-31
LEÓN,04:00,2021-10-31
GATO,05:00,2021-10-31
BALLENA,06:00,2021-10-31
ALACRÁN,07:00,2021-10-31
CARNERO,09:00,2023-04-03
MONO,10:00,2023-04-03
CAIMÁN,11:00,2023-04-03
ELEFANTE,12:00,2023-04-03
GALLINA,01:00,2023-04-03
GALLO,02:00,2023-04-03
ARDILLA,03:00,2023-04-03
PAVO,04:00,2023-04-03
ÁGUILA,05:00,2023-04-03
BURRO,06:00,2023-04-03
ZORRO,07:00,2023-04-03
GATO,09:00,2022-10-19
PESCADO,10:00,2022-10-19
CEBRA,11:00,2022-10-19
CERDO,12:00,2022-10-19
OSO,01:00,2022-10-19
JIRAFA,02:00,2022-10-19
CARNERO,03:00,2022-10-19
ZORRO,04:00,2022-10-19
CAIMÁN,05:00,2022-10-19
RATÓN,06:00,2022-10-19
PERICO,07:00,2022-10-19
ALACRÁN,09:00,2021-11-25
TIGRE,10:00,2021-11-25
BALLENA,11:00,2021-11-25
ZORRO,12:00,2021-11-25
GALLINA,01:00,2021-11-25
JIRAFA,02:00,2021-11-25
ALACRÁN,03:00,2021-11-25
RANA,04:00,2021-11-25
GALLINA,05:00,2021-11-25
CULEBRA,06:00,2021-11-25
ARDILLA,07:00,2021-11-25
ÁGUILA,09:00,2023-11-19
ELEFANTE,10:00,2023-11-19
ALACRÁN,11:00,2023-11-19
PERICO,12:00,2023-11-19
JIRAFA,01:00,2023-11-19
ALACRÁN,02:00,2023-11-19
CAIMÁN,03:00,2023-11-19
CARNERO,04:00,2023-11-19
BURRO,05:00,2023-11-19
CIEMPIÉS,06:00,2023-11-19
DELFÍN,07:00,2023-11-19
LEÓN,09:00,2022-06-14
TIGRE,10:00,2022-06-14
TIGRE,11:00,2022-06-14
CIEMPIÉS,12:00,2022-06-14
DELFÍN,01:00,2022-06-14
CABALLO,02:00,2022-06-14
CEBRA,03:00,2022-06-14
CHIVO,04:00,2022-06-14
LAPA,05:00,2022-06-14
RANA,06:00,2022-06-14
PERRO,07:00,2022-06-14
CEBRA,09:00,2022-12-04
RATÓN,10:00,2022-12-04
GALLO,11:00,2022-12-04
CERDO,12:00,2022-12-04
VENADO,01:00,2022-12-04
ZORRO,02:00,2022-12-04
CARNERO,03:00,2022-12-04
CIEMPIÉS,04:00,2022-12-04
BURRO,05:00,2022-12-04
IGUANA,06:00,2022-12-04
ZORRO,07:00,2022-12-04
GALLINA,09:00,2020-10-26
ALACRÁN,10:00,2020-10-26
VENADO,11:00,2020-10-26
GATO,12:00,2020-10-26
LAPA,01:00,2020-10-26
CIEMPIÉS,03:00,2020-10-26
IGUANA,04:00,2020-10-26
RANA,05:00,2020-10-26
VENADO,06:00,2020-10-26
CULEBRA,07:00,2020-10-26
CAMELLO,09:00,2024-03-09
CIEMPIÉS,10:00,2024-03-09
IGUANA,11:00,2024-03-09
CHIVO,12:00,2024-03-09
JIRAFA,01:00,2024-03-09
LAPA,02:00,2024-03-09
CULEBRA,03:00,2024-03-09
MONO,04:00,2024-03-09
PESCADO,05:00,2024-03-09
ELEFANTE,06:00,2024-03-09
OSO,07:00,2024-03-09
VENADO,09:00,2021-09-17
CAIMÁN,10:00,2021-09-17
LAPA,11:00,2021-09-17
ELEFANTE,12:00,2021-09-17
GALLO,01:00,2021-09-17
RANA,03:00,2021-09-17
ELEFANTE,04:00,2021-09-17
ÁGUILA,05:00,2021-09-17
TORO,06:00,2021-09-17
GALLO,07:00,2021-09-17
TORO,10:00,2020-09-13
TIGRE,11:00,2020-09-13
CEBRA,12:00,2020-09-13
PERRO,09:00,2021-04-07
PERRO,10:00,2021-04-07
CIEMPIÉS,11:00,2021-04-07
CERDO,12:00,2021-04-07
CAIMÁN,01:00,2021-04-07
GALLINA,03:00,2021-04-07
VENADO,04:00,2021-04-07
ARDILLA,05:00,2021-04-07
ELEFANTE,06:00,2021-04-07
PESCADO,07:00,2021-04-07
VACA,09:00,2023-08-14
CERDO,10:00,2023-08-14
ÁGUILA,11:00,2023-08-14
CAMELLO,12:00,2023-08-14
VENADO,01:00,2023-08-14
CIEMPIÉS,02:00,2023-08-14
CAIMÁN,03:00,2023-08-14
GALLO,04:00,2023-08-14
ARDILLA,05:00,2023-08-14
CERDO,06:00,2023-08-14
ZAMURO,07:00,2023-08-14
CAMELLO,09:00,2022-07-22
PESCADO,10:00,2022-07-22
PERICO,11:00,2022-07-22
CAIMÁN,12:00,2022-07-22
MONO,01:00,2022-07-22
ARDILLA,02:00,2022-07-22
TIGRE,03:00,2022-07-22
CHIVO,04:00,2022-07-22
TIGRE,05:00,2022-07-22
TORO,06:00,2022-07-22
PAVO,07:00,2022-07-22
IGUANA,09:00,2021-12-16
GALLINA,10:00,2021-12-16
JIRAFA,11:00,2021-12-16
CHIVO,12:00,2021-12-16
BALLENA,01:00,2021-12-16
GATO,02:00,2021-12-16
ZAMURO,03:00,2021-12-16
CAIMÁN,04:00,2021-12-16
VACA,05:00,2021-12-16
JIRAFA,06:00,2021-12-16
PAVO,07:00,2021-12-16
PESCADO,09:00,2020-11-29
LEÓN,10:00,2020-11-29
CEBRA,11:00,2020-11-29
VACA,12:00,2020-11-29
IGUANA,01:00,2020-11-29
JIRAFA,03:00,2020-11-29
ALACRÁN,04:00,2020-11-29
ZORRO,05:00,2020-11-29
CIEMPIÉS,06:00,2020-11-29
ZAMURO,07:00,2020-11-29
LEÓN,09:00,2022-11-14
TIGRE,10:00,2022-11-14
PERRO,11:00,2022-11-14
CULEBRA,12:00,2022-11-14
CIEMPIÉS,01:00,2022-11-14
CABALLO,02:00,2022-11-14
ZAMURO,03:00,2022-11-14
DELFÍN,04:00,2022-11-14
ARDILLA,05:00,2022-11-14
LEÓN,06:00,2022-11-14
PERICO,07:00,2022-11-14
VENADO,09:00,2020-12-23
TORO,10:00,2020-12-23
GALLO,11:00,2020-12-23
ELEFANTE,12:00,2020-12-23
PESCADO,01:00,2020-12-23
